         /\\\\            /\\\\  /\\\\\\\\\\\\     /\\\\\\\\\\\\\\\  /\\\\\\\\\\\
         \/\\\\\\        /\\\\\\ \/\\\////////\\\  \/\\\///////////  \/////\\\///
          \/\\\//\\\    /\\\//\\\ \/\\\      \//\\\ \/\\\                 \/\\\
           \/\\\\///\\\/\\\/ \/\\\ \/\\\       \/\\\ \/\\\\\\\\\\\         \/\\\
            \/\\\  \///\\\/   \/\\\ \/\\\       \/\\\ \/\\\///////          \/\\\
             \/\\\    \///     \/\\\ \/\\\       \/\\\ \/\\\                 \/\\\
              \/\\\             \/\\\ \/\\\       /\\\  \/\\\                 \/\\\
               \/\\\             \/\\\ \/\\\\\\\\\\\\/   \/\\\\\\\\\\\\\\\  /\\\\\\\\\\\
                \///              \///  \////////////     \///////////////  \///////////
			MULTI		   DIMENSIONAL 		ETERNO 	       INFINITO

ELIMINA EL ULTIMO PARENTESIS ) DEL LINK, NO ES PARTE DE EL

UNETE A NOSOTROS, AYUDEMOS A LA SOCIEDAD.
COMPARTE ESTE ARCHIVO LO MAS QUE PUEDAS.
https://www.facebook.com/groups/1222842638483075
https://t.me/MDEI_ORG


	ALERGOLOGIA - INFECTOLOGIA (folder)
		Manual del Residente de Obstetricia y Ginecologia SEGO.pdf (8.94 MB, shared as exported permanent file link: https://mega.nz/file/WxxmyQ4a#4ykPYG9XIE88vMQiGbM-3BjQGjlHnU5WwpBhWaquvbE)
		Obstetricia Panduro 3a Ed.pdf (125.38 MB, shared as exported permanent file link: https://mega.nz/file/qk5gDaQL#DkEHUlcIwNVxD685w18HDFeK0_pA-lV692P8XMKR6jA)
		Obstetricia_Gonzalez_Merlo-6ed.pdf (241.01 MB, shared as exported permanent file link: https://mega.nz/file/Dpp0HQSa#t6QzDYJ3EaGzjkwrKEOi-FJKiieZYKvDJ43wRlRgLdk)
		Preguntas y Respuestas de Obstetricia y GinecologÃ­a - LANGE Vontver 8ed .pdf (5.93 MB, shared as exported permanent file link: https://mega.nz/file/D8JSFYAC#ra1ZpoRNHQYH0_ZOHDahURJY_L1WMXLVC_9UG2ehKY4)
		Protocolos.de.Obstetricia.y.Medicina.Perinatal.pdf (12.76 MB, shared as exported permanent file link: https://mega.nz/file/nlpRURJR#bq-8GGjMY3X_qEDyAkNgQzCyhVaB8mcOlMb7C0sscy4)
		Williams Obstetricia - 24 ED.pdf (57.63 MB, shared as exported permanent file link: https://mega.nz/file/KhxznIzC#YWBI-9u754NVVa_JGMO4CRcb9Bq31NfTpbscXLP58eU)
		Williams._Ginecología_(2a._ed.).pdf (57.04 MB, shared as exported permanent file link: https://mega.nz/file/T54SkRhB#c0TrhPG9dwNBmQFReXUEC7Qimx6oqjajLn0AwX0miKk)
	Hematología (folder)
		Atlas de Hematología con interpretación de histogramas y escatergramas - Abbott.pdf (33.60 MB, shared as exported permanent file link: https://mega.nz/file/Oog1SYKK#6IINqRdTCC6jgavO-JJ8lfR73tvlRnlqhJSZXjExz6M)
		Bethesda Manual de Hematologia Clinica 4a Edicion.pdf (15.51 MB, shared as exported permanent file link: https://mega.nz/file/KsBmFa7K#Aytd9aBMkozu2wJxKrbBD-m6_YbBP58VCCEAw-xGZIk)
		Hematologia Clinica  5a Edicion Sans S..pdf (54.57 MB, shared as exported permanent file link: https://mega.nz/file/e4xGkLbL#skmz8cg3i6YHe1xTlGy-iejHVw-5TZIZWJm7ifKQNH0)
		Hematologia La Sangre Y Sus Enfermedades 3 Ed.pdf (11.98 MB, shared as exported permanent file link: https://mega.nz/file/K1RUiJTA#3kuDApJ4IGv0Hyym2g1zQsWy9J5cz4ZF9pC1cBHhqo0)
		HematologÃ­a - Jaime PÃ©rez 2ed.pdf (6.26 MB, shared as exported permanent file link: https://mega.nz/file/y8AVkZhC#6HOV3U4x8Xo4bN7LJRkw_Fn5uhkrEbXtK37AohIxRUg)
		Hematología - Palomo, Pereira, Palma.pdf (5.19 MB, shared as exported permanent file link: https://mega.nz/file/SghBkLiC#WdbTPpINjJEfC6CAJUqnJ7JTyj3NcpMjb32z-1SDizo)
		Hematología - Rodak 2ed.pdf (68.25 MB, shared as exported permanent file link: https://mega.nz/file/2kBCnDZI#wb6eVAU8J48Jp0gxgUgErJfCMs786oCZjfyc0gpm51Q)
		Hematología - Williams (Tomo 1).pdf (19.19 MB, shared as exported permanent file link: https://mega.nz/file/6xg1GCQR#njQuUzp5SmXAGeSshfnKWDzcO0YBO1ma0bIwkkvuClc)
		Manual del hemograma y el frotis de sangre periferica_booksmedicos.org.pdf (10.00 MB, shared as exported permanent file link: https://mega.nz/file/LsYQmaRR#g57Z52w7RkqW6jB7jhNMSJhcRVQbXBAjqukSe6G9ghc)
		WILLIAMS Manual de Hematologia.pdf (113.12 MB, shared as exported permanent file link: https://mega.nz/file/OhJCUBqK#2Xgbo83Bqq_LEJCxj6GcKdTNSt1ol4DQnW3Xs8Ge9v4)
	Histología (folder)
		Atlas de Histologia Básica - Junqueira e Carneiro.pdf (177.26 MB, shared as exported permanent file link: https://mega.nz/file/Klh1hSyI#5cmx6kqOarhrOK-EJCYNSji46VVH8CGLdZii6BqWnvE)
		Brusco _ Cols.- Histología Médico-Práctica..pdf (27.08 MB, shared as exported permanent file link: https://mega.nz/file/vsQiECzD#SxdaUt0IV03d4YO6ZdGcb1rck1tTLVzLyKFjoWS0J-I)
		Histologia Basica Texto y Atlas Junqueira Carneiro_booksmedicos.org.pdf (61.14 MB, shared as exported permanent file link: https://mega.nz/file/7k4hzQKa#ihQQORu8couHZ_RhkC1EOZvKikuDwaViD-sZpyg1r9w)
		Histologia Funcional de Wheater 6ta Edicion.pdf (432.09 MB, shared as exported permanent file link: https://mega.nz/file/2kZQybaS#yw1p5Xf0c5238sNfoV2UF0XeoWJSh3ifBGIBz1DcrMs)
		Histologia.Medico.Practica.pdf (26.54 MB, shared as exported permanent file link: https://mega.nz/file/vlASnTYS#cO6sPrFe-4Zs3d0fecYmlSd1IZ6BNcKG_ptcxCphQn4)
		HistologÍa Texto y Atlas Ross 7 edicion.pdf (159.19 MB, shared as exported permanent file link: https://mega.nz/file/D9x0EYyJ#dn7PnwePi18NR1VpjfoEey1InjzX8gafgmfannhrvwI)
		Histología - Geneser 3ed.pdf (341.72 MB, shared as exported permanent file link: https://mega.nz/file/WkQCELTa#B3HNRBtQ2Q8DqSrKWAsaOVBLXl92YRl7jpdmD7qjKK8)
		Histología BUAP laminillas.pdf (3.23 MB, shared as exported permanent file link: https://mega.nz/file/i4YTwC6a#SNq6U5wuHqPUDc-xDVEMm4wIAz0MAt0ldrmKLJVv63o)
		laminillas histologa.pdf (3.23 MB, shared as exported permanent file link: https://mega.nz/file/D4w2SbSa#BlXQRP5SRc24fHuX1cEIkeV-PidQHZJ-n-bhfVshpFk)
	Idiomas (folder)
		Francés (folder, shared as exported permanent folder link: https://mega.nz/folder/G4JgRbIb#0dsFAaF88uwBuot-K2t-sw)
			2017-2018 ASVAB For Dummies French.pdf (15.76 MB, shared as exported permanent file link: https://mega.nz/file/30ZVCbQK#VIR-GOuieo7Saew4Rkx18wY8Rae7sDSmFGh3JoY8z00)
			Curso de Frances en 218 paginas.pdf (2.99 MB, shared as exported permanent file link: https://mega.nz/file/qhgjmLTQ#pwsM28vfpEFh1CFqWbKbOIX-xHIFJv15GxNhGfkHOr0)
			Curso online - Aulafácil - 50 lecciones.pdf (230.67 KB, shared as exported permanent file link: https://mega.nz/file/Dghi2KRD#_z29TMgBh4k9_r9nQtshs1WbpUK1Ma68VUgYBu8fupk)
			Embarque1_GlosarioEspanol_Frances.pdf (1091.58 KB, shared as exported permanent file link: https://mega.nz/file/WhJDSJBJ#4lFsMRgpE-Zg4YFrTbJ8ELxXQro5IXVtLHz00Khe2Ik)
			frances-basico-principiantes.pdf (43.93 KB, shared as exported permanent file link: https://mega.nz/file/asozAZ4B#InNN9R_JDlEByxXWuya8ki6zSoQPAI_xawZTi4ozmVA)
			Guìa de pronunciaciòn.pdf (139.74 KB, shared as exported permanent file link: https://mega.nz/file/vpQVESAR#-NQPUUWqvLM2tLc6EOKUwt0nCG88P20I3mJFVRo9LmA)
			Manual de frases en francès.pdf (107.35 KB, shared as exported permanent file link: https://mega.nz/file/j0A1mboI#f_kA54zpft2Yo7PHlJPDtLqAUoB8Wdlv6hO2-K5qtJA)
			metodo-lengua-francesa.pdf (32.09 MB, shared as exported permanent file link: https://mega.nz/file/TlYimQ4S#-t3fzKkfFI-uj8qAbjFYnlvENYlfMb1W_GRCUPNvW64)
			Vocabulario en francès.pdf (257.79 KB, shared as exported permanent file link: https://mega.nz/file/i8YiSKpY#7JT2rDFqtx4Sm-vRSH6fcENkj3ZUDVyowPyI85JhjiA)
		Inglés (folder, shared as exported permanent folder link: https://mega.nz/folder/2lIUUBxZ#v72U3ivLlNht1JB6nC9Yrw)
			2016  2017 ASVAB For Dummies English.pdf (15.67 MB, shared as exported permanent file link: https://mega.nz/file/XwA1EKrZ#MbxuRmKEXcWB5ZoLo9sGRqy6VXaYQ4xAm_uXwKqadME)
			2017_2018 ASVAB English.pdf (15.87 MB, shared as exported permanent file link: https://mega.nz/file/7wI1Da4B#5EusDzGd6d9p0awAKHDdOP2xwtHEplGAA7JUAm-8NPA)
			2018 _ 2019 ASVAB For Dummies English.pdf (21.23 MB, shared as exported permanent file link: https://mega.nz/file/y55lgDzB#H-txdZo1LLeE4xYx4RhxuOfad-sxN3__undmgZD7voo)
			Barron_s TOEFL iBT (14th Ed)(gnv64).pdf (47.52 MB, shared as exported permanent file link: https://mega.nz/file/6xpXlJoS#yRZOC-XJB-UBvJwk8C_Spq2XqZNnOZtb32goQfHsNLc)
			Official toefl guide.pdf (3.33 MB, shared as exported permanent file link: https://mega.nz/file/qo4CQaoB#X-0c2iuTJY2J5WNun53wVO_1e-_VA2x-owpm5lXqDNo)
			SampleQuestions.pdf (249.52 KB, shared as exported permanent file link: https://mega.nz/file/X9pDlSjI#iWqNiUozfYfoaXOznMpte3Z4Mvpd1nR4riQK8SYeDSg)
			Toefl software.zip (113.93 MB, shared as exported permanent file link: https://mega.nz/file/S9JTmZjR#TvsyED0Fa_VzlLW7g7o1thRW9QIzUiJINI5ENYpM8Qg)
	Imagenología (folder)
		Apuntes de diagnostico por imagen Andrade.pdf (14.48 MB, shared as exported permanent file link: https://mega.nz/file/Otg3SCBa#cQO08S23W3wgUuP1isj_U5ykUXDC94Z7Ms3uZ9BOwLY)
		Atlas de Anatomia Humana Radiologica - AndrÃ¡s Csillag.pdf (79.15 MB, shared as exported permanent file link: https://mega.nz/file/60ZVXCLI#pJ3TgwiEHLFtsDptqVsQCpmxkWq0docKE1rVeYP2fh0)
		Atlas de Anatomía Humana por Técnicas de imagen - Weir 4ed.pdf (41.35 MB, shared as exported permanent file link: https://mega.nz/file/TtZkADbL#D41gX2txC5EWlBLvyAyoe6VaAeTgiwK6DgAHIS-_DXM)
		Atlas Posiciones RadiogrÃ¡ficas Procedimientos RadiolÃ³gicos - Merrill (3 Volumenes Juntos).pdf (157.52 MB, shared as exported permanent file link: https://mega.nz/file/PxBzTZyQ#cCnkkGv3y7CyAc8Gz6ZsVRXnhE-xlT2SPE817nEjsEM)
		Diagnostico por Imagen Compendio de RadiologÃ­a ClÃ­nica - Pedrosa.pdf (228.71 MB, shared as exported permanent file link: https://mega.nz/file/31w0GK7R#0qb5w24X2cLhogrw9c4ao5Li0i2aaXMikNRoBzAQzWk)
		EcografÃ­a Vascular - Abigail Thrush 3ed.pdf (56.17 MB, shared as exported permanent file link: https://mega.nz/file/r4JwCAqT#ljlIYf0aJ3kuZwYk9gLNqJq7-fVI9rQ1eeEnWTGOKlw)
		Imágenes Radiológicas Clínicas - Weir, Murray.pdf (18.69 MB, shared as exported permanent file link: https://mega.nz/file/OgIwDBrC#qDlBEhLdhMf5LWWHwxPxX1uK6wfgeJNfMZG8Zgd2plU)
		Introduccion al diagnostico por imagen Smith Farrell_booksmedicos.org.pdf (96.38 MB, shared as exported permanent file link: https://mega.nz/file/q5Y2UagC#jG4FJWNfCSdGJu71uWRPtVKFeYpuls0ckho675BRxKY)
		Manual de RadiologÃ­a - Edwin SaldaÃ±a.pdf (3.36 MB, shared as exported permanent file link: https://mega.nz/file/b9w2kQxA#NBbgYy-Ge6OeGhX5ChExUTmw0SHc2imqIttcjOrKADM)
		Posiciones RadiolÃ³gicas y CorrelaciÃ³n AnatÃ³mica - Bontrager 5ed.pdf (102.60 MB, shared as exported permanent file link: https://mega.nz/file/C9oXnIyR#o8zyWiQGugqfM_4TdRsjgp8kaTRNcDoegJFVS-BNpWM)
		Principios de Radiologia Toracica - Felson 3ed.pdf (8.91 MB, shared as exported permanent file link: https://mega.nz/file/65hGgCxK#_5UfF9lbFr1zkDxuR0pspwgNqjMfjlMVH6452JeuVBE)
		Proyecciones RadiolÃ³gicas con CorrelaciÃ³n AnatÃ³mica - Bontrager 7ed.pdf (288.61 MB, shared as exported permanent file link: https://mega.nz/file/n44kDazI#yX4-g5w2Frw-pxwrmFy3wndvcLQuXln-Kfvuw-lHVTU)
		Radiologia Basica Aspectos Fundamentale 2da Ed_booksmedicos.pdf (174.80 MB, shared as exported permanent file link: https://mega.nz/file/SkJG2YRT#NiUPuyjPuuDPJOC_0Q8pc9pJnWEujSpWF-ez9h_C0tg)
		Radiologia de Abdomen Federle.pdf (71.09 MB, shared as exported permanent file link: https://mega.nz/file/v4BSRB6S#x1pja6Y5PYnz0msKLrDO0G03EkFgsfu9K0MShdDLdZQ)
		Radiologia de bolsillo Helms 3ed.pdf (57.31 MB, shared as exported permanent file link: https://mega.nz/file/ykxRkbgC#LQLFeD-sOwjbzr9w5gj75gbfg0lxTUiafdNI_dp0cts)
		Radiologia de Cerebro Osborn.pdf (155.01 MB, shared as exported permanent file link: https://mega.nz/file/DhxxGZbR#IIacM49_224gDmjflfGTUavkqDIR8lAeJ6RDlhP2hWE)
		Radiologia de Mamas.pdf (57.73 MB, shared as exported permanent file link: https://mega.nz/file/i8QWEBRC#ygwbmIm2oTS--3nqJnfMinziaTjI6oJKbXeYpe_pH1M)
		Radiologia del Torax Lloret.pdf (6.04 MB, shared as exported permanent file link: https://mega.nz/file/6lIXwTqZ#CSp9DfdNPJuNFy3yG6XhhgzmQY0SMW5l40HSrXJJ-es)
		Radiologia Esencial Tomo II.pdf (892.40 MB, shared as exported permanent file link: https://mega.nz/file/esoSjALT#2XgGTsYV4K-5Wrcw-3V3JTemRhTsGIZ90gRf38c-Meo)
		Radiologia procedimientos Intervencionistas.pdf (89.73 MB, shared as exported permanent file link: https://mega.nz/file/H45yiJbJ#vwclz229UULMwG6gnqxh4qJ7hCwAkUvlixOkUglQtoc)
		RadiologÃ­a BÃ¡sica - LANGE Michael Chen .pdf (16.05 MB, shared as exported permanent file link: https://mega.nz/file/29g3wS7S#Xx1H9VxTUz0ApK6nKhPeVr66oefQsPOj1Ex3ltMjGbU)
		Secretos..Radiologia.pdf (80.80 MB, shared as exported permanent file link: https://mega.nz/file/eoYlCDpB#mhopettfeh34Ktu3c5vPY3BAdh--n2utPPfiiJ-v7J0)
		Serie Radiologica Clinica - Los 100 Diagnosticos Principales en Adbomen.pdf (72.25 MB, shared as exported permanent file link: https://mega.nz/file/D8QDwJxT#qlWNbrazixdSQXgLAd3X2Wy5C47TGVciNRwIPr5DXqI)
	Infectología (folder)
		Enfermedades Infecciosas - SOUTHWICK LANGE 2 ed[Librosmedicospdf.net].PDF (49.84 MB, shared as exported permanent file link: https://mega.nz/file/a04wEZhR#nh2SlhJlsn6aqARvzCnBQ8leJVzWFI9OR2U53wA9SP0)
		Infectologia Clinica  2a Ramos.pdf (10.61 MB, shared as exported permanent file link: https://mega.nz/file/L5QRARqL#khlB_EWQ_qfzq3S8-lxbV68dlTTrCtSyCANIoOWCYT4)
		Mandell, Douglas, and Bennett_s - Enfermedades Infecciosas. Principios y Práctica - 8º (2016)-unlocked.pdf (488.60 MB, shared as exported permanent file link: https://mega.nz/file/KppgwQbQ#C3p_Dlf0q8bD9Ex-p8ZwRQq58X4ssSA31fpZbO9Bzhc)
		Sepsis Carrillo CONACYT.pdf (8.68 MB, shared as exported permanent file link: https://mega.nz/file/25YXQLTZ#EGA2NmLXyo4CdXCcobohg8gzD76lSYC_BvBQi8PCUYE)
	Inmunología (folder)
		Fireman Philip - Atlas De Alergia E Inmunologia Clinica 3ed.pdf (65.11 MB, shared as exported permanent file link: https://mega.nz/file/yoAB3RCZ#jp3TMvyFN0LNMwyU5IfbN92GuBh3EfU8GfDRGqwlYp4)
		FUNDAMENTOS DE LA INMUNOLOGÍA BÁSICA Y CLÍNICA.pdf (13.88 MB, shared as exported permanent file link: https://mega.nz/file/S0ZkDYyK#2Yob2nGAYmDyJQDT1O5w7CP__gyPpKGzpsTcgUIishw)
		Inmunologia 7 Ed - Janeway.pdf (32.26 MB, shared as exported permanent file link: https://mega.nz/file/u8R1Da4S#peh0e4k2sJHr3XaEcF_P-rVVSDULD4Fp1MhdfUQAvmM)
		Inmunologia Celular y Molecular ABBAS 8ed medilibros.com.pdf (411.93 MB, shared as exported permanent file link: https://mega.nz/file/G0BTWTqI#ctzIQVeyG4FbjHx5jerABhrZeOAVH2LLrQBhj4sl5PM)
		Inmunologia Clinica y Estres Sergio Arce.pdf (1807.96 KB, shared as exported permanent file link: https://mega.nz/file/KwowARyZ#F8Glpv33aYcsEuWiLYEJwJVK7bKFihxm3f0pXDBT7CY)
		Inmunologia Conceptos y Evidencias MACPHERSON [Librosmedicospdf.net].pdf (35.00 MB, shared as exported permanent file link: https://mega.nz/file/79BTXSIQ#NkFDATAsgd8_iyVbBwFVcB0bNTjQnrEna_4hA3vUpQA)
		Inmunologia de Rojas 17e medilibros.com.pdf (99.20 MB, shared as exported permanent file link: https://mega.nz/file/u9RXmQjR#L1wWYfV90WMPY1j5HipHX46coYouVIrxNmwN6gJpduk)
		Inmunologia en Esquemas 6ed Playfaire.pdf (17.20 MB, shared as exported permanent file link: https://mega.nz/file/atIGRJrK#meh1TgBf7Y-hlaxD2ojzYPp8DtWFyS_2XRAcjIi27QE)
		Inmunologia molecular, celular y traslacional Pavon.pdf (247.31 MB, shared as exported permanent file link: https://mega.nz/file/i5YHSSiD#cNBKFXCDdSXSkk1KhltEwP1lSTpkEsEqIBiMHfsKRjE)
		Inmunologia Regueiro Biologia y Patologia del Sistema Inmune 3ed.pdf (145.88 MB, shared as exported permanent file link: https://mega.nz/file/TxBRlJiJ#axHxjiYkDT59ggzvG9klqSvw0-6iRzcihKA0oWy_gMg)
		Inmunologia Roitt 10ed.pdf (64.65 MB, shared as exported permanent file link: https://mega.nz/file/v04gyTrQ#jgkvGAbP-HRDzHHGq6zva0ovUQUC8KGt3uwbqffAyYM)
		Kuby Inmunologia 7e medilibros.com.pdf (190.92 MB, shared as exported permanent file link: https://mega.nz/file/C5xBFbBA#OdC2CR6EivaPqnFn_DwzjPi87GPErSJpETuMa8Vn1mE)
		P. Parham - Inmunología - 4º (2016).epub (39.31 MB, shared as exported permanent file link: https://mega.nz/file/30RUBJhL#bllaTjcPC_9k6sRDRwSEeUQXlvnGQmTYc9054Fjy4FM)
		Varios - Inmunologia (8ed)[Librosmedicospdf.net].pdf (124.85 MB, shared as exported permanent file link: https://mega.nz/file/jggQmY6C#8GujZ_WGaCOkcQZilAjQJk1Y0EBpic8GHBB9M1UUJlM)
	Laboratorio clínico (folder)
		Valores de laboratorio clínico (folder)
			Common lab values.pdf (48.33 KB, shared as exported permanent file link: https://mega.nz/file/exRxmZTY#CCLqQd0JejwV_npKDSahJD5-9IFiUPo9QmpPnrl0j6Q)
			Lab Values IMG New.pdf (454.08 KB, shared as exported permanent file link: https://mega.nz/file/r9xDxSSZ#Y9H7wusxea5rCxR56UBSvzPFv_0RmJUDQ9l3rgf2LRw)
			Lab values in pregnancy.pdf (100.91 KB, shared as exported permanent file link: https://mega.nz/file/7o511IaA#IuH-nQYZuFdagkVolNvGkFbNGMK9D_JLZ61mwLpGYBg)
			Pediatric normal lab values.pdf (140.90 KB, shared as exported permanent file link: https://mega.nz/file/Px51nChY#nlv0Ir_ZkbdI0CWDn5szTm5jzZesMsEIGG3swSwVTcs)
		Balcells La Clinica y el Laboratorio 22ed medilibros.com.pdf (474.50 MB, shared as exported permanent file link: https://mega.nz/file/bwwTxJqR#UbSVBDxRO34trNb8rJTzNPUy0AWYzV1uhxme-xXpgT8)
		Gasometría de cordón umbilical.pdf (337.17 KB, shared as exported permanent file link: https://mega.nz/file/PtQVzBSY#z6GICN1Zz6sZ0lPI-ZyRxyJCMeJeQqxVZk3yfPeLIbQ)
		Principios_de_bioquimica_clinica_y_patologia_molecular_2ed_medilibros.com.pdf (340.26 MB, shared as exported permanent file link: https://mega.nz/file/344BmB6I#ABUGObc0Km-FbcZDOuStUhxVHXBKIeIIaoFOUiH5L7E)
	Manuales Washington (folder)
		Manual Washington de cuidados intensivos.pdf (31.85 MB, shared as exported permanent file link: https://mega.nz/file/m1YWzYTI#qlRL3g0Q0fSemAd8A8tA-8ovlhLZLv0sJZ6h5hLxJ5Q)
		Manual Washington de Especialidades Clinicas Cardiologia.pdf (17.55 MB, shared as exported permanent file link: https://mega.nz/file/2pIwDYzY#9IjjUrKz_xAbS_tCzBi2pa7d4cSPXzbwLFj7wQCXKlY)
		Manual Washington de Especialidades Clinicas Neumologia.pdf (103.02 MB, shared as exported permanent file link: https://mega.nz/file/r9pT0aib#yaHSlpcXD2LYrUNWHJm5y46CpIAssBRK_yC7id4OpOg)
		Manual Washington de medicina de urgencias.pdf (11.06 MB, shared as exported permanent file link: https://mega.nz/file/m05S0QIB#kXlUDtqQo-KfGsMabFK8H_fLlIF444hZDv4UVOFJjO0)
		Manual Washington de Medicina Interna Ambulatoria.pdf (20.90 MB, shared as exported permanent file link: https://mega.nz/file/b8JmRAqK#C4AmSIM7i17gSCApLF_TYQKXgC6SeNqCjeVNzylK3Sk)
		Manual Washington de medicina interna hospitalaria.pdf (6.79 MB, shared as exported permanent file link: https://mega.nz/file/upQm3QIS#R8v3wwsak6qMk2LtDu-Nixw3W7pZhHJ0R-Mff-qe2so)
		Manual Washington de Terapeutica Medica 35a Edicion.pdf (262.79 MB, shared as exported permanent file link: https://mega.nz/file/nphyCKKI#IJfH8Pfw5dRI3Pk4gC0_78BK0_JIjFTgwN5DQcfhPb0)
	Matemáticas (folder)
		Algebra-Lineal-Problemas-Resueltos.pdf (690.54 KB, shared as exported permanent file link: https://mega.nz/file/C1wyAL4I#QwVh5yqWccVg0-iuQSPE7GcyeN0fU6s3DauDuxNOFAk)
		Calculo - Derivadas.pdf (411.18 KB, shared as exported permanent file link: https://mega.nz/file/DwYhFBIC#PR9qXRLk48HLWSaRLUMVLU5GAnHfZ7IiCaR0LQxC5wE)
		Introduccion al Calculo. Problemas y ejercicios resueltos.pdf (12.02 MB, shared as exported permanent file link: https://mega.nz/file/Xxw3DaiA#pget7O-5A2ZHitDFcx_qQCESYUpRWYCLpI5g522qVnI)
		Matematicas para Ciencias.pdf (80.38 MB, shared as exported permanent file link: https://mega.nz/file/GpQCFJpQ#HC2-8uc9Njz8XNViMe8r922WkR6v-gZ2loyZlDZBsxw)
		matematicas_para_primero_de_ciencias.pdf (1844.54 KB, shared as exported permanent file link: https://mega.nz/file/G8hkgRhY#IImwNOLQ29J4ZFGbUA8n7lBnZHCyhNyo16Mkl9uCv_o)
		Matemáticas para el cálculo, 7ma Edición. James Stewart.pdf (20.23 MB, shared as exported permanent file link: https://mega.nz/file/mtJ1ASoA#W9dYZBCl8fLX04oJsOd6oy9O3UlV7ZhixNdzcegUcO0)
		Matemáticas universitarias, 4ta Edición - Carl B.pdf (7.08 MB, shared as exported permanent file link: https://mega.nz/file/yl4nhSLS#iJpnTcupDGu8Zx2QDfkSifaSdDYBgB4jKeb5QDc_Irw)
	Matemáticas en ciencias biológicas (folder)
		Calculo en Biologia Molecular y Biotecnologia STEPHENSON 2e medilibros.com.pdf (115.40 MB, shared as exported permanent file link: https://mega.nz/file/vlI23LqI#YE_CHmOaMOXNyuGo8Q4GkuGiFHXKWEcKSa12e6psgBw)
	Medcina interna (folder)
		Farreras-Rozman Medicina Interna 2016.pdf (242.83 MB, shared as exported permanent file link: https://mega.nz/file/rwgRBLIa#vho2oQq2Du8GCUulo85_jZNXtKS1BRx7iWP2UerGVBk)
		Harrison - Principios de Medicina Interna (19 Ed.) Vol. 1.pdf (12.77 MB, shared as exported permanent file link: https://mega.nz/file/D5ZyBKhI#b7IMmkoYGfH3unczkIUThSajSkW8yZAME_4KDMKwmwY)
		Harrison - Principios de Medicina Interna (19 Ed.) Vol. 2.pdf (33.90 MB, shared as exported permanent file link: https://mega.nz/file/voBx3a6b#vrFeZ_w-SYJXosuJVuiBpgymaF3JxGgJN7W4H_jNxZY)
		Medicina Interna  100 Secretos - Anthony Zollo.pdf (3.51 MB, shared as exported permanent file link: https://mega.nz/file/65hizCzC#GNmosRYrCjwp8Sm-p1UdSx6to3zQJjuP6w-h0nof8eY)
		Medicina Interna - Netter.pdf (186.55 MB, shared as exported permanent file link: https://mega.nz/file/C84xTK4Q#qvMaPmMSFR5qt9T19Hekz6mwHsCe3ozj98dBDko6h4c)
		Medicina Interna Secretos 4ta Edicion.pdf (4.85 MB, shared as exported permanent file link: https://mega.nz/file/upwT0Kqa#KsbShrWFIn20WEiIwmQoIX4o7SwT7VMot_IvgdaEIp0)
		Roca Goderich Temas de Medicina Interna 5a Edicion VOL I_booksmedicos.org.pdf (15.74 MB, shared as exported permanent file link: https://mega.nz/file/bl4hlb7Y#wuFcES-vSl669UQ46g9efBIT2AoM4955ZQbfa-XxOds)
		Roca Goderich Temas de Medicina Interna 5a Edicion VOL II_booksmedicos.org.pdf (5.98 MB, shared as exported permanent file link: https://mega.nz/file/ugoRgAjC#QJ2ostsovTG97FYVxUUFEEGlTu4hOD2FxcB6yjCxvdE)
		Roca Goderich Temas de Medicina Interna 5a Edicion VOL III_booksmedicos.org.pdf (22.98 MB, shared as exported permanent file link: https://mega.nz/file/f9xxQKjT#1vMOgnfPODSILe_TTBqUCPkrkgnqSgog2HNqshTRKFY)
		Temas Basicos en Medicina Interna SEMI_booksmedicos.org.pdf (15.18 MB, shared as exported permanent file link: https://mega.nz/file/jtpVhKSR#-SF4LrkXw_1yoC4iBh9b4tS460Ax4LsLoyZdrokvf5w)
		Tratado Medicina Interna - Cecil 23ed (2 Tomos).pdf (371.50 MB, shared as exported permanent file link: https://mega.nz/file/rpoDhAoB#gDCtkjglOp1K8FEBZ6b0v5MY2QGHyaaQjDGPRoqRgmM)
	Medicina aerea y espacial (folder)
		Medicina_Espacial - Raúl Carrillo Esper.pdf (5.52 MB, shared as exported permanent file link: https://mega.nz/file/G0BkzYRJ#PlT7sHRHZQBYrxocmDqiPZKc-5rCkYHWlaqR9TQOQ8g)
	Metodología de la investigación (folder)
		Consejos a un joven estudiante de medicina medilibros.com.pdf (747.54 KB, shared as exported permanent file link: https://mega.nz/file/ehBg3TzR#q-g5zlOrNt7NiCNFOeNyjoNTKDWZNQOFy3pwMUNhRXY)
		diseño y analisis de experimentos montgomery_medilibros.com.pdf (28.47 MB, shared as exported permanent file link: https://mega.nz/file/L4JmDRpb#KL9zR6Lf0e32XILluq5UjgHUiLck3SX0yVmfLBj_Vbw)
		el_medico_y_el_cientifico_medilibros.com.pdf (685.01 KB, shared as exported permanent file link: https://mega.nz/file/vtxWHJYZ#H3kdQbWMbh7xpgvUIxCIv_FumYOjS6JJlb18MLCSDPY)
		ensena_a_estudiar._aprende_a_aprender_medilibros.com.pdf (2.72 MB, shared as exported permanent file link: https://mega.nz/file/q4RDiDCY#IrZze9ykQMRHLlOcU_wZHdBKkpSPF7z644IsE_kYAGk)
